message,label,clean_message
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Data privacy issue — my info is visible to others! asap,2,data privacy issue info visible others asap
General feedback on your website. please help,0,general feedback website please help
Need help with changing my address. asap,1,need help changing address asap
"I was charged twice, fix this immediately!!!!",2,charged twice fix immediately
The new update is nice. kindly resolve,0,new update nice kindly resolve
My delivery was delayed by two days. asap,1,delivery delayed two day asap
Payment taken multiple times!,2,payment taken multiple time
Prices seem reasonable.!!!,0,price seem reasonable
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
Coupon code is not working.!!!,1,coupon code working
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Payment confirmation is pending. please help,1,payment confirmation pending please help
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
Payment confirmation is pending. asap,1,payment confirmation pending asap
Coupon code is not working. please help,1,coupon code working please help
Unable to login sometimes.!!!,1,unable login sometimes
The app looks good.!!!,0,app look good
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
The new update is nice. please help,0,new update nice please help
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
Unauthorized payment from my card! kindly resolve,2,unauthorized payment card kindly resolve
The app looks good.!!!,0,app look good
The app looks good. kindly resolve,0,app look good kindly resolve
Payment confirmation is pending. kindly resolve,1,payment confirmation pending kindly resolve
Unable to login sometimes.,1,unable login sometimes
Urgent: money deducted but order failed!!!!,2,urgent money deducted order failed
Feature request: dark mode would be nice.!!!,0,feature request dark mode would nice
Urgent: money deducted but order failed! asap,2,urgent money deducted order failed asap
Serious complaint: wrong person received my order and details! please help,2,serious complaint wrong person received order detail please help
The new update is nice. kindly resolve,0,new update nice kindly resolve
Unauthorized payment from my card!,2,unauthorized payment card
Need help with changing my address.,1,need help changing address
Payment confirmation is pending.!!!,1,payment confirmation pending
Fraud transaction detected on my account! please help,2,fraud transaction detected account please help
General feedback on your website. kindly resolve,0,general feedback website kindly resolve
"I was charged twice, fix this immediately! kindly resolve",2,charged twice fix immediately kindly resolve
Coupon code is not working. please help,1,coupon code working please help
Feature request: dark mode would be nice. kindly resolve,0,feature request dark mode would nice kindly resolve
I have not received my refund yet.!!!,1,received refund yet
Coupon code is not working.,1,coupon code working
Need help with changing my address.!!!,1,need help changing address
Just giving feedback about the UI. please help,0,giving feedback ui please help
Payment confirmation is pending. asap,1,payment confirmation pending asap
Urgent: money deducted but order failed! asap,2,urgent money deducted order failed asap
Order arrived late. kindly resolve,1,order arrived late kindly resolve
General feedback on your website.,0,general feedback website
Urgent: money deducted but order failed! asap,2,urgent money deducted order failed asap
Your staff was polite. kindly resolve,0,staff polite kindly resolve
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
"I was billed incorrectly, please check. please help",1,billed incorrectly please check please help
Prices seem reasonable.!!!,0,price seem reasonable
"I was billed incorrectly, please check. asap",1,billed incorrectly please check asap
"I was charged twice, fix this immediately! please help",2,charged twice fix immediately please help
